Elapsed time,ECG,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,Abdomen_5
'0:00.408',-0.256,0.077,-0.027,0.036,-0.05,0.041
'0:00.409',-0.258,0.077,-0.022,0.045,-0.038,0.054
'0:00.410',-0.262,0.077,-0.018,0.051,-0.028,0.068
'0:00.411',-0.266,0.076,-0.015,0.057,-0.018,0.083
'0:00.412',-0.267,0.074,-0.012,0.06,-0.011,0.096
'0:00.413',-0.269,0.075,-0.011,0.062,-0.006,0.107
'0:00.414',-0.266,0.076,-0.01,0.063,-0.003,0.113
'0:00.415',-0.265,0.078,-0.011,0.06,-0.003,0.116
'0:00.416',-0.267,0.08,-0.013,0.058,-0.007,0.115
'0:00.417',-0.266,0.081,-0.017,0.051,-0.013,0.108
'0:00.418',-0.254,0.083,-0.022,0.044,-0.022,0.097
'0:00.419',-0.246,0.084,-0.027,0.036,-0.032,0.083
'0:00.420',-0.249,0.086,-0.031,0.03,-0.042,0.066
'0:00.421',-0.252,0.09,-0.033,0.024,-0.051,0.05
'0:00.422',-0.256,0.093,-0.034,0.019,-0.057,0.036
'0:00.423',-0.254,0.096,-0.035,0.016,-0.062,0.025
'0:00.424',-0.251,0.096,-0.035,0.013,-0.066,0.018
'0:00.425',-0.25,0.094,-0.035,0.012,-0.067,0.015
'0:00.426',-0.245,0.09,-0.036,0.012,-0.066,0.015
'0:00.427',-0.242,0.084,-0.034,0.014,-0.062,0.019
'0:00.428',-0.242,0.079,-0.031,0.018,-0.055,0.027
'0:00.429',-0.235,0.073,-0.028,0.024,-0.046,0.039
'0:00.430',-0.229,0.067,-0.025,0.029,-0.036,0.052
'0:00.431',-0.233,0.06,-0.022,0.035,-0.026,0.065
'0:00.432',-0.24,0.054,-0.021,0.038,-0.019,0.076
'0:00.433',-0.242,0.05,-0.02,0.041,-0.013,0.085
'0:00.434',-0.241,0.05,-0.019,0.043,-0.009,0.091
'0:00.435',-0.239,0.051,-0.018,0.044,-0.007,0.094
'0:00.436',-0.241,0.055,-0.017,0.044,-0.008,0.093
'0:00.437',-0.24,0.059,-0.018,0.04,-0.013,0.087
'0:00.438',-0.235,0.063,-0.021,0.035,-0.021,0.076
'0:00.439',-0.231,0.066,-0.026,0.028,-0.031,0.061
'0:00.440',-0.229,0.066,-0.031,0.019,-0.044,0.043
'0:00.441',-0.224,0.066,-0.036,0.01,-0.057,0.023
'0:00.442',-0.217,0.066,-0.042,0,-0.07,0.003
'0:00.443',-0.21,0.061,-0.048,-0.009,-0.081,-0.015
'0:00.444',-0.197,0.055,-0.056,-0.017,-0.091,-0.03
'0:00.445',-0.183,0.046,-0.063,-0.026,-0.1,-0.042
'0:00.446',-0.167,0.036,-0.07,-0.033,-0.107,-0.051
'0:00.447',-0.156,0.024,-0.077,-0.038,-0.111,-0.054
'0:00.448',-0.145,0.011,-0.083,-0.04,-0.112,-0.052
'0:00.449',-0.126,-0.002,-0.088,-0.042,-0.11,-0.044
'0:00.450',-0.103,-0.015,-0.093,-0.043,-0.105,-0.034
'0:00.451',-0.088,-0.028,-0.098,-0.045,-0.1,-0.022
'0:00.452',-0.071,-0.041,-0.105,-0.046,-0.096,-0.012
'0:00.453',-0.044,-0.05,-0.109,-0.048,-0.093,-0.002
'0:00.454',-0.006,-0.058,-0.114,-0.051,-0.093,0.005
'0:00.455',0.037,-0.065,-0.12,-0.054,-0.093,0.01
'0:00.456',0.077,-0.072,-0.126,-0.059,-0.094,0.013
'0:00.457',0.121,-0.079,-0.135,-0.064,-0.096,0.016
'0:00.458',0.181,-0.086,-0.143,-0.068,-0.097,0.02
'0:00.459',0.245,-0.093,-0.15,-0.073,-0.096,0.026
'0:00.460',0.316,-0.099,-0.156,-0.074,-0.09,0.036
'0:00.461',0.389,-0.104,-0.16,-0.073,-0.082,0.051
'0:00.462',0.457,-0.109,-0.161,-0.069,-0.069,0.073
'0:00.463',0.517,-0.115,-0.161,-0.063,-0.052,0.101
'0:00.464',0.569,-0.122,-0.161,-0.053,-0.029,0.136
'0:00.465',0.613,-0.129,-0.159,-0.041,-0.002,0.176
'0:00.466',0.653,-0.133,-0.152,-0.024,0.029,0.222
'0:00.467',0.687,-0.135,-0.142,-0.003,0.065,0.274
'0:00.468',0.724,-0.133,-0.128,0.021,0.105,0.328
'0:00.469',0.766,-0.129,-0.113,0.048,0.144,0.382
'0:00.470',0.8,-0.123,-0.096,0.074,0.184,0.435
'0:00.471',0.83,-0.117,-0.079,0.098,0.219,0.482
'0:00.472',0.864,-0.109,-0.063,0.119,0.25,0.522
'0:00.473',0.893,-0.1,-0.048,0.137,0.275,0.553
'0:00.474',0.911,-0.088,-0.036,0.151,0.291,0.574
'0:00.475',0.916,-0.078,-0.027,0.16,0.299,0.584
'0:00.476',0.911,-0.068,-0.022,0.163,0.299,0.582
'0:00.477',0.896,-0.061,-0.021,0.161,0.291,0.57
'0:00.478',0.866,-0.054,-0.022,0.155,0.278,0.549
'0:00.479',0.816,-0.047,-0.024,0.146,0.261,0.521
'0:00.480',0.751,-0.038,-0.023,0.138,0.241,0.487
'0:00.481',0.681,-0.026,-0.021,0.131,0.22,0.45
'0:00.482',0.604,-0.011,-0.016,0.124,0.201,0.41
'0:00.483',0.519,0.006,-0.008,0.12,0.182,0.369
'0:00.484',0.411,0.024,0.002,0.116,0.163,0.329
'0:00.485',0.278,0.043,0.014,0.115,0.147,0.291
'0:00.486',0.155,0.065,0.029,0.117,0.134,0.257
'0:00.487',0.067,0.088,0.048,0.122,0.126,0.231
'0:00.488',0.005,0.113,0.068,0.131,0.124,0.211
'0:00.489',-0.057,0.136,0.088,0.142,0.124,0.199
'0:00.490',-0.119,0.154,0.105,0.151,0.126,0.192
'0:00.491',-0.177,0.168,0.116,0.158,0.127,0.19
'0:00.492',-0.232,0.176,0.123,0.16,0.127,0.187
'0:00.493',-0.286,0.18,0.124,0.157,0.123,0.183
'0:00.494',-0.344,0.18,0.12,0.152,0.116,0.175
'0:00.495',-0.399,0.176,0.113,0.142,0.106,0.165
'0:00.496',-0.441,0.17,0.103,0.131,0.093,0.151
'0:00.497',-0.464,0.161,0.09,0.116,0.076,0.133
'0:00.498',-0.468,0.15,0.075,0.099,0.058,0.112
'0:00.499',-0.467,0.138,0.058,0.081,0.037,0.09
'0:00.500',-0.476,0.125,0.042,0.061,0.016,0.065
'0:00.501',-0.479,0.112,0.026,0.044,-0.003,0.042
'0:00.502',-0.47,0.098,0.012,0.029,-0.02,0.021
'0:00.503',-0.439,0.084,0.001,0.017,-0.033,0.003
'0:00.504',-0.389,0.071,-0.01,0.007,-0.042,-0.011
'0:00.505',-0.333,0.058,-0.017,0.001,-0.049,-0.019
'0:00.506',-0.284,0.047,-0.021,-0.002,-0.05,-0.021
'0:00.507',-0.249,0.038,-0.022,-0.001,-0.048,-0.02
'0:00.508',-0.227,0.032,-0.021,0.002,-0.043,-0.013
'0:00.509',-0.214,0.026,-0.02,0.007,-0.035,-0.002
'0:00.510',-0.206,0.021,-0.017,0.011,-0.028,0.01
'0:00.511',-0.202,0.017,-0.017,0.015,-0.021,0.021
'0:00.512',-0.196,0.012,-0.016,0.017,-0.015,0.032
'0:00.513',-0.183,0.008,-0.017,0.017,-0.01,0.041
'0:00.514',-0.172,0.004,-0.018,0.018,-0.008,0.046
'0:00.515',-0.17,0.003,-0.02,0.018,-0.009,0.047
'0:00.516',-0.182,0.002,-0.021,0.016,-0.01,0.046
'0:00.517',-0.197,0.003,-0.026,0.013,-0.015,0.04
'0:00.518',-0.204,0.004,-0.029,0.008,-0.022,0.029
'0:00.519',-0.215,0.007,-0.032,0.002,-0.031,0.016
'0:00.520',-0.226,0.011,-0.035,-0.005,-0.042,0.001
'0:00.521',-0.232,0.016,-0.036,-0.01,-0.051,-0.015
'0:00.522',-0.239,0.021,-0.036,-0.012,-0.058,-0.027
'0:00.523',-0.241,0.025,-0.036,-0.014,-0.062,-0.034
'0:00.524',-0.237,0.026,-0.034,-0.015,-0.064,-0.04
'0:00.525',-0.232,0.026,-0.034,-0.014,-0.064,-0.041
'0:00.526',-0.226,0.026,-0.032,-0.014,-0.062,-0.04
'0:00.527',-0.224,0.027,-0.029,-0.011,-0.058,-0.035
'0:00.528',-0.228,0.027,-0.024,-0.007,-0.05,-0.027
'0:00.529',-0.232,0.028,-0.02,-0.002,-0.042,-0.016
'0:00.530',-0.237,0.028,-0.014,0.003,-0.033,-0.002
'0:00.531',-0.243,0.027,-0.01,0.009,-0.025,0.01
'0:00.532',-0.243,0.025,-0.006,0.013,-0.018,0.02
'0:00.533',-0.237,0.024,-0.006,0.017,-0.012,0.028
'0:00.534',-0.231,0.026,-0.006,0.019,-0.009,0.034
'0:00.535',-0.232,0.026,-0.007,0.021,-0.008,0.036
'0:00.536',-0.234,0.027,-0.009,0.019,-0.01,0.034
'0:00.537',-0.227,0.028,-0.013,0.015,-0.015,0.029
'0:00.538',-0.226,0.028,-0.018,0.01,-0.023,0.02
'0:00.539',-0.23,0.028,-0.024,0.003,-0.033,0.007
'0:00.540',-0.23,0.029,-0.027,-0.005,-0.043,-0.006
'0:00.541',-0.222,0.031,-0.031,-0.01,-0.052,-0.02
'0:00.542',-0.22,0.033,-0.032,-0.015,-0.059,-0.032
'0:00.543',-0.22,0.034,-0.034,-0.017,-0.063,-0.04
'0:00.544',-0.222,0.033,-0.034,-0.02,-0.065,-0.045
'0:00.545',-0.22,0.032,-0.033,-0.02,-0.065,-0.047
'0:00.546',-0.219,0.03,-0.032,-0.019,-0.062,-0.044
'0:00.547',-0.218,0.029,-0.027,-0.013,-0.056,-0.038
'0:00.548',-0.216,0.03,-0.022,-0.006,-0.047,-0.027
'0:00.549',-0.21,0.029,-0.017,0.003,-0.037,-0.014
'0:00.550',-0.206,0.029,-0.012,0.01,-0.025,0.002
'0:00.551',-0.214,0.028,-0.01,0.015,-0.016,0.017
'0:00.552',-0.22,0.026,-0.006,0.019,-0.007,0.032
'0:00.553',-0.22,0.026,-0.004,0.022,-0.001,0.042
'0:00.554',-0.225,0.027,-0.001,0.024,0.003,0.049
'0:00.555',-0.226,0.029,0,0.025,0.005,0.051
'0:00.556',-0.227,0.032,0,0.023,0.002,0.047
'0:00.557',-0.228,0.034,-0.003,0.019,-0.003,0.038
'0:00.558',-0.225,0.035,-0.007,0.013,-0.011,0.026
'0:00.559',-0.225,0.036,-0.012,0.006,-0.021,0.011
'0:00.560',-0.226,0.038,-0.016,-0.001,-0.031,-0.005
'0:00.561',-0.225,0.04,-0.02,-0.007,-0.041,-0.02
'0:00.562',-0.222,0.041,-0.021,-0.011,-0.048,-0.031
'0:00.563',-0.223,0.042,-0.022,-0.014,-0.053,-0.041
'0:00.564',-0.222,0.041,-0.022,-0.016,-0.056,-0.046
'0:00.565',-0.217,0.04,-0.023,-0.017,-0.058,-0.049
'0:00.566',-0.211,0.039,-0.022,-0.016,-0.055,-0.047
'0:00.567',-0.208,0.038,-0.02,-0.012,-0.05,-0.042
'0:00.568',-0.213,0.038,-0.016,-0.007,-0.041,-0.033
'0:00.569',-0.216,0.038,-0.011,-0.001,-0.032,-0.021
'0:00.570',-0.206,0.036,-0.006,0.006,-0.021,-0.007
'0:00.571',-0.196,0.035,-0.003,0.011,-0.011,0.007
'0:00.572',-0.193,0.033,0,0.015,-0.002,0.02
'0:00.573',-0.194,0.031,0.001,0.018,0.005,0.031
'0:00.574',-0.194,0.031,0.002,0.021,0.008,0.038
'0:00.575',-0.192,0.031,0.001,0.021,0.009,0.042
'0:00.576',-0.191,0.031,0,0.02,0.007,0.04
'0:00.577',-0.19,0.031,-0.005,0.016,0.002,0.034
'0:00.578',-0.187,0.03,-0.01,0.009,-0.007,0.024
'0:00.579',-0.182,0.029,-0.015,0.001,-0.018,0.011
'0:00.580',-0.181,0.029,-0.02,-0.008,-0.029,-0.005
'0:00.581',-0.18,0.031,-0.024,-0.014,-0.039,-0.02
'0:00.582',-0.185,0.032,-0.025,-0.019,-0.048,-0.032
'0:00.583',-0.189,0.032,-0.026,-0.022,-0.052,-0.042
'0:00.584',-0.188,0.033,-0.026,-0.023,-0.054,-0.049
'0:00.585',-0.187,0.034,-0.025,-0.021,-0.054,-0.051
'0:00.586',-0.189,0.035,-0.021,-0.017,-0.05,-0.048
'0:00.587',-0.195,0.035,-0.017,-0.011,-0.041,-0.041
'0:00.588',-0.197,0.036,-0.011,-0.005,-0.032,-0.029
'0:00.589',-0.195,0.036,-0.005,0.003,-0.019,-0.015
'0:00.590',-0.196,0.035,-0.001,0.01,-0.008,0
'0:00.591',-0.196,0.033,0.003,0.016,0.001,0.013
'0:00.592',-0.188,0.032,0.005,0.021,0.008,0.024
'0:00.593',-0.187,0.029,0.006,0.025,0.011,0.032
'0:00.594',-0.19,0.028,0.006,0.026,0.012,0.038
'0:00.595',-0.186,0.028,0.005,0.026,0.01,0.039
'0:00.596',-0.182,0.028,0.001,0.023,0.006,0.036
'0:00.597',-0.18,0.028,-0.003,0.018,-0.001,0.029
'0:00.598',-0.177,0.028,-0.008,0.011,-0.009,0.018
'0:00.599',-0.179,0.03,-0.012,0.004,-0.019,0.005
'0:00.600',-0.18,0.032,-0.017,-0.003,-0.029,-0.011
'0:00.601',-0.172,0.035,-0.02,-0.01,-0.038,-0.025
'0:00.602',-0.171,0.039,-0.021,-0.013,-0.044,-0.038
'0:00.603',-0.172,0.042,-0.021,-0.016,-0.048,-0.047
'0:00.604',-0.17,0.043,-0.02,-0.017,-0.05,-0.054
'0:00.605',-0.166,0.045,-0.019,-0.017,-0.05,-0.056
'0:00.606',-0.166,0.046,-0.016,-0.016,-0.047,-0.054
'0:00.607',-0.169,0.046,-0.012,-0.011,-0.04,-0.047
'0:00.608',-0.173,0.046,-0.006,-0.005,-0.032,-0.036
'0:00.609',-0.174,0.046,-0.001,0.003,-0.021,-0.022
'0:00.610',-0.171,0.041,0.005,0.011,-0.009,-0.006
'0:00.611',-0.176,0.036,0.007,0.017,0.002,0.011
'0:00.612',-0.178,0.031,0.01,0.023,0.011,0.025
'0:00.613',-0.18,0.025,0.01,0.026,0.018,0.036
'0:00.614',-0.177,0.021,0.01,0.029,0.02,0.043
'0:00.615',-0.175,0.019,0.01,0.029,0.02,0.046
'0:00.616',-0.177,0.016,0.007,0.026,0.017,0.044
'0:00.617',-0.183,0.013,0.004,0.022,0.011,0.037
'0:00.618',-0.185,0.01,-0.001,0.016,0.001,0.027
'0:00.619',-0.185,0.007,-0.006,0.009,-0.009,0.013
'0:00.620',-0.186,0.005,-0.012,0.002,-0.018,-0.002
'0:00.621',-0.184,0.005,-0.016,-0.004,-0.028,-0.017
'0:00.622',-0.178,0.006,-0.017,-0.009,-0.035,-0.032
'0:00.623',-0.171,0.008,-0.019,-0.012,-0.041,-0.042
'0:00.624',-0.166,0.008,-0.02,-0.015,-0.045,-0.049
'0:00.625',-0.166,0.008,-0.02,-0.016,-0.046,-0.054
'0:00.626',-0.166,0.007,-0.02,-0.014,-0.044,-0.053
'0:00.627',-0.161,0.007,-0.017,-0.011,-0.039,-0.048
'0:00.628',-0.15,0.007,-0.014,-0.006,-0.031,-0.038
'0:00.629',-0.145,0.008,-0.01,0.001,-0.021,-0.026
'0:00.630',-0.15,0.008,-0.005,0.008,-0.01,-0.01
'0:00.631',-0.155,0.008,-0.001,0.013,-0.001,0.005
'0:00.632',-0.152,0.008,0.002,0.017,0.008,0.017
'0:00.633',-0.152,0.008,0.005,0.021,0.015,0.028
'0:00.634',-0.15,0.01,0.006,0.024,0.019,0.036
'0:00.635',-0.148,0.012,0.008,0.026,0.021,0.039
'0:00.636',-0.15,0.013,0.007,0.026,0.021,0.041
'0:00.637',-0.147,0.015,0.005,0.023,0.017,0.037
'0:00.638',-0.143,0.015,0.001,0.019,0.01,0.029
'0:00.639',-0.14,0.015,-0.005,0.014,0.001,0.018
'0:00.640',-0.136,0.017,-0.009,0.008,-0.009,0.005
'0:00.641',-0.134,0.019,-0.011,0.002,-0.018,-0.009
'0:00.642',-0.13,0.021,-0.012,-0.003,-0.026,-0.021
'0:00.643',-0.126,0.022,-0.014,-0.008,-0.032,-0.031
'0:00.644',-0.122,0.022,-0.013,-0.01,-0.036,-0.036
'0:00.645',-0.121,0.021,-0.014,-0.011,-0.036,-0.037
'0:00.646',-0.123,0.019,-0.012,-0.01,-0.032,-0.035
'0:00.647',-0.122,0.018,-0.009,-0.007,-0.027,-0.027
'0:00.648',-0.118,0.016,-0.005,-0.001,-0.018,-0.015
'0:00.649',-0.108,0.015,-0.001,0.006,-0.007,0.002
'0:00.650',-0.103,0.011,0.002,0.014,0.005,0.019
'0:00.651',-0.105,0.007,0.002,0.019,0.015,0.034
'0:00.652',-0.105,0.004,0.003,0.023,0.022,0.047
'0:00.653',-0.097,0.002,0.002,0.025,0.028,0.058
'0:00.654',-0.091,0.001,0.002,0.026,0.031,0.063
'0:00.655',-0.087,0.002,0.002,0.026,0.03,0.064
'0:00.656',-0.086,0.003,0.001,0.023,0.027,0.063
'0:00.657',-0.078,0.004,-0.002,0.019,0.022,0.056
'0:00.658',-0.067,0.004,-0.006,0.012,0.015,0.047
'0:00.659',-0.066,0.004,-0.01,0.006,0.006,0.036
'0:00.660',-0.071,0.005,-0.013,-0.001,-0.004,0.022
'0:00.661',-0.076,0.007,-0.015,-0.006,-0.012,0.008
'0:00.662',-0.075,0.01,-0.016,-0.009,-0.019,-0.005
'0:00.663',-0.074,0.011,-0.016,-0.01,-0.025,-0.014
'0:00.664',-0.076,0.012,-0.016,-0.011,-0.027,-0.02
'0:00.665',-0.076,0.012,-0.016,-0.01,-0.026,-0.022
'0:00.666',-0.071,0.011,-0.014,-0.007,-0.022,-0.02
'0:00.667',-0.07,0.011,-0.01,-0.001,-0.016,-0.011
'0:00.668',-0.077,0.011,-0.005,0.006,-0.006,0.001
'0:00.669',-0.08,0.01,0.001,0.014,0.006,0.016
'0:00.670',-0.076,0.01,0.006,0.022,0.019,0.034
'0:00.671',-0.072,0.008,0.011,0.03,0.031,0.05
'0:00.672',-0.068,0.008,0.015,0.036,0.041,0.064
'0:00.673',-0.065,0.008,0.017,0.039,0.05,0.076
'0:00.674',-0.065,0.01,0.019,0.044,0.054,0.085
'0:00.675',-0.061,0.011,0.021,0.045,0.057,0.089
'0:00.676',-0.061,0.011,0.02,0.045,0.056,0.09
'0:00.677',-0.06,0.011,0.016,0.041,0.052,0.086
'0:00.678',-0.06,0.01,0.011,0.034,0.044,0.078
'0:00.679',-0.06,0.01,0.006,0.028,0.035,0.066
'0:00.680',-0.057,0.01,0.001,0.02,0.023,0.05
'0:00.681',-0.053,0.011,-0.004,0.013,0.012,0.034
'0:00.682',-0.051,0.011,-0.007,0.008,0.003,0.02
'0:00.683',-0.049,0.011,-0.01,0.003,-0.004,0.009
'0:00.684',-0.043,0.011,-0.012,-0.001,-0.008,0.001
'0:00.685',-0.033,0.009,-0.014,-0.003,-0.008,-0.001
'0:00.686',-0.02,0.007,-0.014,-0.003,-0.006,0.002
'0:00.687',-0.016,0.005,-0.011,0.001,0.001,0.011
'0:00.688',-0.016,0.004,-0.008,0.008,0.011,0.024
'0:00.689',-0.012,0.003,-0.005,0.016,0.024,0.041
'0:00.690',-0.011,0.003,0.001,0.025,0.036,0.059
'0:00.691',-0.014,0.002,0.006,0.033,0.048,0.077
'0:00.692',-0.009,0.003,0.01,0.039,0.058,0.093
'0:00.693',-0.001,0.004,0.013,0.045,0.064,0.103
'0:00.694',0.006,0.008,0.016,0.048,0.07,0.11
'0:00.695',0.014,0.011,0.017,0.05,0.07,0.112
'0:00.696',0.022,0.013,0.016,0.047,0.068,0.111
'0:00.697',0.029,0.015,0.013,0.042,0.062,0.105
'0:00.698',0.034,0.016,0.008,0.035,0.053,0.096
'0:00.699',0.037,0.017,0.002,0.027,0.042,0.082
'0:00.700',0.042,0.018,-0.004,0.018,0.032,0.067
'0:00.701',0.056,0.021,-0.008,0.011,0.021,0.051
'0:00.702',0.065,0.022,-0.012,0.006,0.014,0.037
'0:00.703',0.062,0.023,-0.016,0.003,0.008,0.027
'0:00.704',0.058,0.021,-0.018,0.001,0.005,0.022
'0:00.705',0.06,0.017,-0.019,0.001,0.005,0.021
'0:00.706',0.063,0.013,-0.017,0.005,0.009,0.026
'0:00.707',0.058,0.008,-0.014,0.011,0.017,0.034
'0:00.708',0.055,0.004,-0.008,0.017,0.028,0.049
'0:00.709',0.071,-0.001,-0.002,0.025,0.04,0.065
'0:00.710',0.086,-0.006,0.001,0.032,0.052,0.083
'0:00.711',0.085,-0.012,0.004,0.037,0.064,0.1
'0:00.712',0.086,-0.017,0.005,0.04,0.073,0.114
'0:00.713',0.09,-0.022,0.005,0.042,0.079,0.124
'0:00.714',0.09,-0.025,0.005,0.044,0.083,0.132
'0:00.715',0.089,-0.028,0.004,0.042,0.083,0.134
'0:00.716',0.084,-0.029,0.001,0.04,0.08,0.133
'0:00.717',0.081,-0.03,-0.004,0.036,0.072,0.128
'0:00.718',0.085,-0.031,-0.01,0.03,0.062,0.119
'0:00.719',0.089,-0.03,-0.015,0.023,0.052,0.106
'0:00.720',0.087,-0.027,-0.02,0.017,0.043,0.094
'0:00.721',0.087,-0.024,-0.022,0.013,0.035,0.082
'0:00.722',0.092,-0.02,-0.022,0.011,0.031,0.072
'0:00.723',0.1,-0.017,-0.022,0.01,0.029,0.064
'0:00.724',0.101,-0.016,-0.022,0.01,0.028,0.061
'0:00.725',0.101,-0.017,-0.022,0.011,0.03,0.061
'0:00.726',0.105,-0.017,-0.02,0.014,0.033,0.064
'0:00.727',0.109,-0.019,-0.016,0.018,0.039,0.071
'0:00.728',0.112,-0.02,-0.012,0.024,0.048,0.081
'0:00.729',0.115,-0.02,-0.008,0.03,0.056,0.093
'0:00.730',0.111,-0.021,-0.005,0.036,0.066,0.107
'0:00.731',0.108,-0.023,-0.002,0.041,0.074,0.119
'0:00.732',0.106,-0.025,-0.001,0.045,0.08,0.129
'0:00.733',0.101,-0.026,0,0.046,0.083,0.136
'0:00.734',0.103,-0.024,0.001,0.046,0.085,0.139
'0:00.735',0.105,-0.022,0.001,0.047,0.084,0.139
'0:00.736',0.101,-0.021,0,0.045,0.08,0.134
'0:00.737',0.095,-0.019,-0.005,0.039,0.071,0.126
'0:00.738',0.092,-0.019,-0.01,0.033,0.06,0.112
'0:00.739',0.089,-0.019,-0.015,0.025,0.048,0.097
'0:00.740',0.082,-0.017,-0.019,0.017,0.035,0.08
'0:00.741',0.077,-0.015,-0.022,0.012,0.023,0.063
'0:00.742',0.071,-0.013,-0.022,0.008,0.015,0.047
'0:00.743',0.066,-0.011,-0.022,0.007,0.009,0.035
'0:00.744',0.062,-0.01,-0.02,0.007,0.006,0.026
'0:00.745',0.059,-0.009,-0.016,0.009,0.005,0.021
'0:00.746',0.057,-0.008,-0.01,0.013,0.008,0.021
'0:00.747',0.049,-0.006,-0.003,0.019,0.014,0.026
'0:00.748',0.036,-0.005,0.005,0.028,0.022,0.035
'0:00.749',0.03,-0.003,0.011,0.034,0.032,0.046
'0:00.750',0.025,-0.002,0.017,0.041,0.042,0.06
'0:00.751',0.017,-0.001,0.021,0.046,0.05,0.071
'0:00.752',0.014,0,0.022,0.047,0.055,0.081
'0:00.753',0.011,0,0.022,0.046,0.054,0.085
'0:00.754',0.007,-0.001,0.019,0.042,0.05,0.084
'0:00.755',0.005,-0.005,0.011,0.034,0.04,0.077
'0:00.756',0.005,-0.011,-0.001,0.021,0.025,0.063
'0:00.757',-0.001,-0.022,-0.019,0.001,0.006,0.045
'0:00.758',-0.006,-0.033,-0.04,-0.023,-0.019,0.021
'0:00.759',-0.011,-0.046,-0.062,-0.048,-0.046,-0.008
'0:00.760',-0.015,-0.058,-0.084,-0.073,-0.073,-0.038
'0:00.761',-0.02,-0.068,-0.105,-0.096,-0.099,-0.068
'0:00.762',-0.022,-0.079,-0.124,-0.118,-0.121,-0.097
'0:00.763',-0.031,-0.09,-0.141,-0.136,-0.142,-0.122
'0:00.764',-0.052,-0.1,-0.157,-0.152,-0.157,-0.142
'0:00.765',-0.07,-0.109,-0.167,-0.162,-0.166,-0.153
'0:00.766',-0.077,-0.115,-0.172,-0.165,-0.167,-0.157
'0:00.767',-0.082,-0.115,-0.171,-0.16,-0.16,-0.15
'0:00.768',-0.089,-0.112,-0.16,-0.146,-0.143,-0.135
'0:00.769',-0.091,-0.104,-0.145,-0.126,-0.123,-0.113
'0:00.770',-0.09,-0.096,-0.126,-0.103,-0.099,-0.09
'0:00.771',-0.092,-0.086,-0.108,-0.08,-0.076,-0.066
'0:00.772',-0.096,-0.077,-0.089,-0.059,-0.054,-0.044
'0:00.773',-0.102,-0.068,-0.074,-0.042,-0.038,-0.028
'0:00.774',-0.107,-0.058,-0.062,-0.028,-0.025,-0.016
'0:00.775',-0.111,-0.049,-0.051,-0.019,-0.018,-0.01
'0:00.776',-0.113,-0.042,-0.044,-0.016,-0.016,-0.01
'0:00.777',-0.112,-0.037,-0.041,-0.015,-0.019,-0.013
'0:00.778',-0.109,-0.032,-0.038,-0.017,-0.025,-0.022
'0:00.779',-0.115,-0.027,-0.036,-0.02,-0.032,-0.032
'0:00.780',-0.116,-0.021,-0.034,-0.023,-0.04,-0.043
'0:00.781',-0.115,-0.015,-0.031,-0.023,-0.046,-0.054
'0:00.782',-0.12,-0.01,-0.028,-0.023,-0.05,-0.062
'0:00.783',-0.124,-0.005,-0.026,-0.023,-0.051,-0.068
'0:00.784',-0.12,-0.003,-0.024,-0.021,-0.051,-0.072
'0:00.785',-0.113,-0.001,-0.022,-0.02,-0.048,-0.072
'0:00.786',-0.107,0.002,-0.02,-0.018,-0.045,-0.069
'0:00.787',-0.105,0.005,-0.016,-0.014,-0.038,-0.063
'0:00.788',-0.107,0.009,-0.011,-0.008,-0.031,-0.052
'0:00.789',-0.108,0.011,-0.006,-0.002,-0.023,-0.04
'0:00.790',-0.109,0.012,-0.004,0.003,-0.016,-0.027
'0:00.791',-0.111,0.011,-0.004,0.005,-0.01,-0.016
'0:00.792',-0.116,0.008,-0.005,0.006,-0.006,-0.007
'0:00.793',-0.122,0.007,-0.006,0.006,-0.005,-0.001
'0:00.794',-0.124,0.008,-0.007,0.005,-0.005,0.003
'0:00.795',-0.127,0.011,-0.009,0.003,-0.007,0.003
'0:00.796',-0.134,0.013,-0.01,0,-0.011,0.001
'0:00.797',-0.142,0.014,-0.013,-0.005,-0.018,-0.006
'0:00.798',-0.147,0.015,-0.017,-0.01,-0.028,-0.016
'0:00.799',-0.152,0.014,-0.021,-0.015,-0.038,-0.029
'0:00.800',-0.155,0.013,-0.025,-0.021,-0.048,-0.044
'0:00.801',-0.157,0.01,-0.027,-0.026,-0.058,-0.059
'0:00.802',-0.162,0.006,-0.03,-0.031,-0.065,-0.073
'0:00.803',-0.162,0.002,-0.032,-0.034,-0.071,-0.083
'0:00.804',-0.157,-0.004,-0.034,-0.036,-0.076,-0.091
'0:00.805',-0.155,-0.01,-0.036,-0.038,-0.076,-0.094
'0:00.806',-0.156,-0.014,-0.035,-0.037,-0.074,-0.093
'0:00.807',-0.162,-0.017,-0.033,-0.033,-0.068,-0.086
'0:00.808',-0.165,-0.019,-0.028,-0.027,-0.059,-0.073
'0:00.809',-0.16,-0.021,-0.022,-0.02,-0.046,-0.058
'0:00.810',-0.162,-0.024,-0.017,-0.012,-0.035,-0.042
'0:00.811',-0.165,-0.026,-0.014,-0.006,-0.025,-0.026
'0:00.812',-0.157,-0.028,-0.011,-0.003,-0.016,-0.011
'0:00.813',-0.15,-0.027,-0.01,0.001,-0.009,-0.001
'0:00.814',-0.15,-0.026,-0.009,0.002,-0.006,0.005
'0:00.815',-0.157,-0.023,-0.01,0.001,-0.006,0.007
'0:00.816',-0.162,-0.021,-0.012,-0.001,-0.011,0.004
